Date;URALS_price;BRENT_price;RUBLE_EXCHrate;IMOEX_CLOSE;MIACR_RatePerDay;CPI_HighFreq;VIX_volatility
13.12.2020;0;0;0;0;0,042;0;23,31
14.12.2020;-0,010161387;0,006403842;0;-0,006638019;0,0422;0;24,72
15.12.2020;0,024959742;0,009345794;-0,002629941;-0,002064624;0,0426;0,000795374;22,89
16.12.2020;-0,006873527;0,006304177;0,007104345;0,00672391;0,0432;0,002519776;22,5
17.12.2020;0,013446708;0,008222396;-0,000343112;0,003889968;0,0432;0;21,93
18.12.2020;0,018536585;0,014757282;-0,00602015;-0,0027173;0,0429;-0,004272638;21,57
19.12.2020;0;0;0,004623305;0;0,0429;0,001057573;21,57
20.12.2020;0;0;0;0;0,0429;-0,000364912;21,57
21.12.2020;-0,041762452;-0,025832377;0;-0,026688049;0,0429;1,93203E-05;25,16
22.12.2020;0,005597761;-0,01630328;0,018503591;0,015716895;0,0426;0,001021589;24,23
23.12.2020;0,021073559;0,022364217;0,009075679;0,00483244;0,042;0,000347055;23,31
24.12.2020;-0,013045171;0,001757812;0,001424025;-0,004680053;0,0418;0,001463909;21,53
25.12.2020;0;0;-0,008188759;0,002925657;0,0413;9,5004E-05;21,53
26.12.2020;0;0;-0,015327529;0;0,0413;0,000244004;21,53
27.12.2020;0;0;0;0;0,0413;-0,000258424;21,53
28.12.2020;0;-0,008383701;0;0,003881282;0,0423;0;21,7
29.12.2020;0,002367331;0,004522218;0,000344677;0,00482364;0,0419;0,000659516;23,08
30.12.2020;-0,003345798;0,004893326;-0,00082477;0,004382121;0,0433;0,000774294;22,77
31.12.2020;0,006516588;0,008959875;0,002973253;0;0,0461;0;22,75
01.01.2021;0;0;0;0;0,0461;-0,000471173;22,75
02.01.2021;0;0;0;0;0,0461;0;22,75
03.01.2021;0;0;0;0;0,0461;0,000706283;22,75
04.01.2021;-0,01177163;-0,013706564;0;0,018695538;0,0461;2,68861E-05;26,97
05.01.2021;0,04546357;0,049128988;0;0,002578712;0,0461;0;25,34
06.01.2021;0,032282567;0,013059701;0;0,003536609;0,0461;0;25,07
07.01.2021;-0,005150846;0,001473297;0;0;0,0461;0;22,37
08.01.2021;0,019230769;0,029606473;0;0,024855905;0,0461;0;21,56
09.01.2021;0;0;0;0;0,0461;0;21,56
10.01.2021;0;0;0;0;0,0461;0;21,56
11.01.2021;-0,00308418;-0,00589391;0;0,008006206;0,0427;0;24,08
12.01.2021;0,020746133;0,016528926;0,0086632;-0,003109853;0,0419;-0,000837055;23,33
13.01.2021;-0,003387413;-0,009190527;-0,003346946;-0,000400386;0,0423;0,003275045;22,21
14.01.2021;-0,013237925;0,006421691;-0,009962796;0,005933273;0,0424;-3,27849E-05;23,25
15.01.2021;-0,007795504;-0,023395959;0,00366807;-0,011429881;0,0426;7,05489E-05;24,34
16.01.2021;0;0;-0,003398554;0;0,0426;5,87049E-06;24,34
17.01.2021;0;0;0;0;0,0426;0;24,34
18.01.2021;-0,002375297;-0,006352087;0;0,006076588;0,0431;-0,00072223;24,34
